aspect term	category	polarity	text
;neat;suites	 cleanliness rooms	 positive positive	The suites were neat and well maintained.
;restaurant	 value	 negative	The restaurant was expensive so we ate locally at more moderately priced restaurants, of which there are many within easy walking distance.
;null	 hotel	 positive	Exceeded expectations The
;null	 hotel	 negative	Noisy on Weekend
;null	 value	 negative	Over rated and over priced.
;null	 hotel	 positive	Among the best, for sure
;grand hyatt;business traveling	 hotel business	 positive positive	I do a lot of business traveling and found my recent stay at the Grand Hyatt in downtown Seattle to be among the best experiences in years.
;room	 rooms	 positive	The room we were allocated was on the 5th floor, facing other buildings - not a view at all but lovely and quiet for sleeping.
;hotel	 value	 positive	Good Value Hotel
;null	 service	 positive	For some reason we were given the honeymoon treatment with fresh fruit etc. a lovely surprise.
;seattle	 location	 positive	We were in Seattle for a meeting at the convention center and it was right across the street.
;steam	 cleanliness	 positive	My son, another aquarian, referred to it as being steam cleaned.
;null	 hotel	 positive	Top Notch My wife and
;check in	 checkin	 positive	Check in was a breeze however, I was initially given a smelly, smoked -in room facing the river.
;hotel	 hotel	 negative	I decdied to find another hotel, at a higher rate, and after driving 4 hours on no sleep after working a 12 hour shift.
;maid	 service	 positive	Other than that, we had a mini bar stocked with beer, pop and water (left the maid $5 the first day and asked for additional water - she kept us fully supplied with the latter!).
;resort	 hotel	 positive	So bottom line is if you are an average american like me go to this resort.
;null	 hotel	 positive	We will definitely stay there again.
;charge	 service	 positive	Reversed charge without a problem.
;beds;rooms	 rooms rooms	 positive positive	The beds were extremely comfortable, and the rooms surprisingly quiet.
;null	 hotel	 negative	We will not return and there are many reasons why.
;one way street;driveway;valet	 location service service	 negative negative negative	It is on a one way street and there is no driveway or valet or anything.
;standards	 hotel	 neutral	I thought they were updating their standards.
;null	 hotel	 negative	Probably not.
;massages	 hotel	 positive	Massages - Massage huts all over the resort.
;bath towels	 cleanliness	 negative	I was a little taken aback too when one of the bath towels that I wanted to use had 5 holes on it.
;breakfast;location	 food location	 positive positive	Great location and breakfast!
;null	 service	 negative	I asked to switch rooms and they did give me a bit of a hard time saying I did have a pool view.
;beds	 rooms	 positive	The beds are very comfortable and have more pillows than even I can use!
;null	 hotel	 negative	We ended up getting a reservation at La Uva, for Wed night at 6pm (oh well), but we did not get another reservation the rest of the week.
;staff	 service	 positive	The staff went out of their way to help you, they are all so friendly, and try very hard to speak English.
;shower;water	 rooms rooms	 negative negative	Only one thing the shower doesn't have a lot of hot water - the water was just warm enough to have a shower but not comfortably warm.
;restaurants;food;restaurants	 food food value	 negative negative negative	The whole resort is landscaped like a garden and all felt extremely artificial.I would not recommend eating in the hotel restaurants as they charged at least three times as much as the nearest non-hotel restaurant and the food was no better - in fact the hotel food was bland - dumbed down for tourists fayre.
;movie cart	 hotel	 negative	We tried to get the movie cart so we could watch a movie (no DVD players in the rooms) but whoever had the limited number they keep onhand did not return them while we were there so we never got one.
;location;convention center;price	 location location value	 positive positive positive	The reason I chose this hotel was primarily price, and location within easy walking distance of the convention center.
;meals	 food	 negative	Meals were expensive compared to local eateries.
;lobby;rooms;dining rooms	 building rooms rooms	 positive positive positive	The lobby, the welcome cocktail, the rooms, the dining rooms; everything REALLY above average.
;null	 hotel	 neutral	Some good, some bad
;bryant park	 hotel	 positive	I know I can count on that at Bryant Park.
;hotel;location	 hotel location	 positive positive	Perfect hotel at a perfect location
;hotel;staff	 hotel service	 positive positive	Absolutely loved this hotel and its staff
;null	 hotel	 negative	The worst part was, you didn't know what was going to be closed until the day it was closed.
;null	 food	 positive	All of it is absolutely gorgeous.
;rooms;bay view	 rooms rooms	 positive positive	We had two rooms, the larger room had a stunning bay view.
;null	 hotel	 positive	Good hotel Me and three other people stayed at this hotel in early
;holiday	 hotel	 positive	this was a lovely start to the holiday.
;null	 cleanliness	 positive	Super Clean!
;null	 service	 positive	Check In is at 3 PM, however, we arrived at 10 AM and got our room right away!!
;clean;staff	 cleanliness service	 positive positive	The hotel was clean and the staff was very friendly.
;rooms	 rooms	 positive	The rooms were average European size and the bathroom was very modern with plenty of hot water.
;hotel	 hotel	 positive	Add me to the list of those who love this hotel!
;room;sheets;bathroom	 cleanliness cleanliness cleanliness	 negative negative negative	The last time they gave us a room that had been made up to look clean, but actually had dirty sheets and a bathroom that had been used.
;mascone convention center	 location	 neutral	The hotel was selected due to the proximity of a convention I attended at the Mascone Convention Center.
;lobby;restaurant;shops;clean	 building building building cleanliness	 positive positive positive positive	The first floor (lobby, restaurant, shops) were all nicely decorated and clean.
;walking distance	 location	 positive	Though, there are a significant number of places to eat within walking distance.
;block 5	 building	 neutral	I would suggest anything in block 5 and up if you want less noise during those hours.
;null	 service	 positive	We often observed them singing to the background music.
;room	 rooms	 neutral	They move us a third time, this room was small but it appeared to have working heat and air.
;hotel	 hotel	 positive	It's not a luxury hotel but if you are looking for something a little outside the city, it's a good choice and a good price for Amsterdam.
;lobby	 building	 positive	The Lobby has always been elegant but now it sparkled.
